  ΓöÇΓöÇ EigenvalueEq (1129) ΓöÇΓöÇ
    [EigenvalueEq|D_Lambda] (-Γûí+atanh)(exp_neg_a) = -0.011144635┬╖exp_neg_a (eigenvalue)  (residual=1.66e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+exp_neg_a)(exp_neg_a) = 0.18714352┬╖exp_neg_a (eigenvalue)  (residual=2.86e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+lin_exp_a)(exp_neg_a) = 0.073899253┬╖exp_neg_a (eigenvalue)  (residual=1.40e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+exp_inv_a)(exp_neg_a) = 0.11140418┬╖exp_neg_a (eigenvalue)  (residual=1.70e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sech2)(exp_neg_a) = 0.28005207┬╖exp_neg_a (eigenvalue)  (residual=4.28e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+gauss2)(exp_neg_a) = 0.25894078┬╖exp_neg_a (eigenvalue)  (residual=3.96e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+clip_para)(exp_neg_a) = 0.33434687┬╖exp_neg_a (eigenvalue)  (residual=5.11e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+step)(exp_neg_a) = 0.98885537┬╖exp_neg_a (eigenvalue)  (residual=1.66e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+inv)(exp_inv_a) = 0.60688851┬╖exp_inv_a (eigenvalue)  (residual=7.11e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+inv_sq)(exp_inv_a) = 0.37082054┬╖exp_inv_a (eigenvalue)  (residual=4.99e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sqrt_a)(exp_inv_a) = 1.2608742┬╖exp_inv_a (eigenvalue)  (residual=2.85e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+log)(exp_inv_a) = 0.47006635┬╖exp_inv_a (eigenvalue)  (residual=2.66e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sin)(exp_inv_a) = 0.98773903┬╖exp_inv_a (eigenvalue)  (residual=2.73e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+cos)(exp_inv_a) = -0.058365571┬╖exp_inv_a (eigenvalue)  (residual=2.10e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+tanh)(exp_inv_a) = 0.91319302┬╖exp_inv_a (eigenvalue)  (residual=1.19e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+atan)(exp_inv_a) = 1.0060765┬╖exp_inv_a (eigenvalue)  (residual=6.53e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+gauss)(exp_inv_a) = 0.06180066┬╖exp_inv_a (eigenvalue)  (residual=8.54e-08, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+gauss_x)(exp_inv_a) = 0.10688385┬╖exp_inv_a (eigenvalue)  (residual=1.47e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sigmoid)(exp_inv_a) = 0.82337834┬╖exp_inv_a (eigenvalue)  (residual=2.43e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sincos)(exp_inv_a) = -0.058312897┬╖exp_inv_a (eigenvalue)  (residual=4.95e-08, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+neg_inv_a)(exp_inv_a) = -0.62917946┬╖exp_inv_a (eigenvalue)  (residual=7.41e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+gauss4)(exp_inv_a) = 0.13545846┬╖exp_inv_a (eigenvalue)  (residual=1.87e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sin_shift)(exp_inv_a) = -0.10548032┬╖exp_inv_a (eigenvalue)  (residual=2.74e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+J0)(exp_inv_a) = 0.43396346┬╖exp_inv_a (eigenvalue)  (residual=8.10e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+digamma)(exp_inv_a) = 0.12921886┬╖exp_inv_a (eigenvalue)  (residual=3.07e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+airy)(exp_inv_a) = 0.052277501┬╖exp_inv_a (eigenvalue)  (residual=7.23e-08, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+ellipK)(exp_inv_a) = -0.011145475┬╖exp_inv_a (eigenvalue)  (residual=1.50e-08, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+zeta)(exp_inv_a) = 2.1335235┬╖exp_inv_a (eigenvalue)  (residual=1.56e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+Li2)(exp_inv_a) = -0.011145475┬╖exp_inv_a (eigenvalue)  (residual=1.50e-08, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+theta3)(exp_inv_a) = -0.011145475┬╖exp_inv_a (eigenvalue)  (residual=1.50e-08, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+eta)(exp_inv_a) = 0.64351486┬╖exp_inv_a (eigenvalue)  (residual=8.10e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+csc)(exp_inv_a) = 0.98997126┬╖exp_inv_a (eigenvalue)  (residual=2.74e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+asinh)(exp_inv_a) = 1.2473573┬╖exp_inv_a (eigenvalue)  (residual=2.55e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+atanh)(exp_inv_a) = -0.011145475┬╖exp_inv_a (eigenvalue)  (residual=1.50e-08, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sinc)(exp_inv_a) = 0.6061991┬╖exp_inv_a (eigenvalue)  (residual=9.58e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+J1)(exp_inv_a) = 0.56047315┬╖exp_inv_a (eigenvalue)  (residual=1.03e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+exp_neg_a)(exp_inv_a) = 0.18714268┬╖exp_inv_a (eigenvalue)  (residual=2.58e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+lin_exp_a)(exp_inv_a) = 0.073898414┬╖exp_inv_a (eigenvalue)  (residual=1.26e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+x_exp_a)(exp_inv_a) = 0.70935791┬╖exp_inv_a (eigenvalue)  (residual=9.17e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+exp_inv_a)(exp_inv_a) = 0.11140334┬╖exp_inv_a (eigenvalue)  (residual=1.54e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+half_x)(exp_inv_a) = 0.79787152┬╖exp_inv_a (eigenvalue)  (residual=6.53e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sech2)(exp_inv_a) = 0.28005124┬╖exp_inv_a (eigenvalue)  (residual=3.86e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+gauss2)(exp_inv_a) = 0.25893995┬╖exp_inv_a (eigenvalue)  (residual=3.57e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+clip_para)(exp_inv_a) = 0.33434603┬╖exp_inv_a (eigenvalue)  (residual=4.60e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+thresh_inv)(exp_inv_a) = -0.011145474┬╖exp_inv_a (eigenvalue)  (residual=1.14e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+step)(exp_inv_a) = 0.98885453┬╖exp_inv_a (eigenvalue)  (residual=1.50e-08, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+pow_half)(exp_inv_a) = 1.2608742┬╖exp_inv_a (eigenvalue)  (residual=2.85e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+step)(half_x) = 1┬╖half_x (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+id)(sech2) = 1.6068884┬╖sech2 (eigenvalue)  (residual=1.77e-08, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sq)(sech2) = 2.6068884┬╖sech2 (eigenvalue)  (residual=2.24e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+cube)(sech2) = 4.2249224┬╖sech2 (eigenvalue)  (residual=2.53e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+inv)(sech2) = 0.60688837┬╖sech2 (eigenvalue)  (residual=9.63e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+inv_sq)(sech2) = 0.37082039┬╖sech2 (eigenvalue)  (residual=6.76e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sqrt_a)(sech2) = 1.260874┬╖sech2 (eigenvalue)  (residual=3.86e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+log)(sech2) = 0.47006621┬╖sech2 (eigenvalue)  (residual=3.61e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sin)(sech2) = 0.98773889┬╖sech2 (eigenvalue)  (residual=3.70e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+cos)(sech2) = -0.058365714┬╖sech2 (eigenvalue)  (residual=2.84e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+tan)(sech2) = -21.164946┬╖sech2 (eigenvalue)  (residual=1.98e-08, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+tanh)(sech2) = 0.91319287┬╖sech2 (eigenvalue)  (residual=1.61e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+atan)(sech2) = 1.0060763┬╖sech2 (eigenvalue)  (residual=8.84e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+gauss)(sech2) = 0.061800517┬╖sech2 (eigenvalue)  (residual=1.16e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+gauss_x)(sech2) = 0.10688371┬╖sech2 (eigenvalue)  (residual=2.00e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sigmoid)(sech2) = 0.8233782┬╖sech2 (eigenvalue)  (residual=3.29e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+lgamma)(sech2) = -0.12132534┬╖sech2 (eigenvalue)  (residual=2.88e-08, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sincos)(sech2) = -0.058313041┬╖sech2 (eigenvalue)  (residual=6.70e-11, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+half_sq)(sech2) = 1.2978714┬╖sech2 (eigenvalue)  (residual=1.12e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+qtr_x4)(sech2) = 1.7023799┬╖sech2 (eigenvalue)  (residual=7.04e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+neg_inv_a)(sech2) = -0.62917961┬╖sech2 (eigenvalue)  (residual=1.00e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+gauss4)(sech2) = 0.13545832┬╖sech2 (eigenvalue)  (residual=2.53e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sin_shift)(sech2) = -0.10548046┬╖sech2 (eigenvalue)  (residual=3.71e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+J0)(sech2) = 0.43396332┬╖sech2 (eigenvalue)  (residual=1.10e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+digamma)(sech2) = 0.12921871┬╖sech2 (eigenvalue)  (residual=4.16e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+airy)(sech2) = 0.052277357┬╖sech2 (eigenvalue)  (residual=9.79e-11, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+ellipK)(sech2) = -0.011145618┬╖sech2 (eigenvalue)  (residual=2.03e-11, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+zeta)(sech2) = 2.1335233┬╖sech2 (eigenvalue)  (residual=2.11e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+Li2)(sech2) = -0.011145618┬╖sech2 (eigenvalue)  (residual=2.03e-11, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+theta3)(sech2) = -0.011145618┬╖sech2 (eigenvalue)  (residual=2.03e-11, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+weier)(sech2) = 0.0139323┬╖sech2 (eigenvalue)  (residual=1.17e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+eta)(sech2) = 0.64351472┬╖sech2 (eigenvalue)  (residual=1.10e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sec)(sech2) = -21.18857┬╖sech2 (eigenvalue)  (residual=5.92e-08, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+csc)(sech2) = 0.98997112┬╖sech2 (eigenvalue)  (residual=3.72e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+asinh)(sech2) = 1.2473571┬╖sech2 (eigenvalue)  (residual=3.45e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+atanh)(sech2) = -0.011145618┬╖sech2 (eigenvalue)  (residual=2.03e-11, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sinc)(sech2) = 0.60619896┬╖sech2 (eigenvalue)  (residual=1.30e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+J1)(sech2) = 0.560473┬╖sech2 (eigenvalue)  (residual=1.40e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+H2)(sech2) = 8.4609903┬╖sech2 (eigenvalue)  (residual=8.97e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+L1)(sech2) = -0.62917961┬╖sech2 (eigenvalue)  (residual=1.76e-08, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+L2)(sech2) = -0.9381966┬╖sech2 (eigenvalue)  (residual=7.69e-08, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+P2)(sech2) = 3.4159054┬╖sech2 (eigenvalue)  (residual=3.36e-07, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+P3)(sech2) = 8.1519733┬╖sech2 (eigenvalue)  (residual=6.31e-06, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+exp_neg_a)(sech2) = 0.18714253┬╖sech2 (eigenvalue)  (residual=3.49e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+lin_exp_a)(sech2) = 0.07389827┬╖sech2 (eigenvalue)  (residual=1.71e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+x_exp_a)(sech2) = 0.70935776┬╖sech2 (eigenvalue)  (residual=1.24e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+exp_inv_a)(sech2) = 0.1114032┬╖sech2 (eigenvalue)  (residual=2.08e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+half_x)(sech2) = 0.79787138┬╖sech2 (eigenvalue)  (residual=8.85e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sech2)(sech2) = 0.28005109┬╖sech2 (eigenvalue)  (residual=5.22e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+gauss2)(sech2) = 0.2589398┬╖sech2 (eigenvalue)  (residual=4.83e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+clip_para)(sech2) = 0.33434588┬╖sech2 (eigenvalue)  (residual=6.23e-10, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+thresh_inv)(sech2) = -0.011145618┬╖sech2 (eigenvalue)  (residual=1.55e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+step)(sech2) = 0.98885438┬╖sech2 (eigenvalue)  (residual=2.03e-11, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+abs)(sech2) = 1.6068884┬╖sech2 (eigenvalue)  (residual=1.77e-08, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+pow_half)(sech2) = 1.260874┬╖sech2 (eigenvalue)  (residual=3.86e-09, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+id)(gauss2) = 1.6068884┬╖gauss2 (eigenvalue)  (residual=1.86e-26, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sq)(gauss2) = 2.6068884┬╖gauss2 (eigenvalue)  (residual=2.36e-25, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+cube)(gauss2) = 4.2249224┬╖gauss2 (eigenvalue)  (residual=2.22e-16, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+x4)(gauss2) = 6.8429563┬╖gauss2 (eigenvalue)  (residual=2.22e-16, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+x5)(gauss2) = 11.079024┬╖gauss2 (eigenvalue)  (residual=3.29e-22, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+inv)(gauss2) = 0.60688837┬╖gauss2 (eigenvalue)  (residual=1.01e-27, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+inv_sq)(gauss2) = 0.37082039┬╖gauss2 (eigenvalue)  (residual=7.12e-28, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sqrt_a)(gauss2) = 1.260874┬╖gauss2 (eigenvalue)  (residual=4.06e-27, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+log)(gauss2) = 0.47006621┬╖gauss2 (eigenvalue)  (residual=3.80e-27, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sin)(gauss2) = 0.98773889┬╖gauss2 (eigenvalue)  (residual=3.89e-27, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+cos)(gauss2) = -0.058365714┬╖gauss2 (eigenvalue)  (residual=2.99e-28, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+tan)(gauss2) = -21.164946┬╖gauss2 (eigenvalue)  (residual=2.08e-26, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+tanh)(gauss2) = 0.91319287┬╖gauss2 (eigenvalue)  (residual=2.78e-17, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+atan)(gauss2) = 1.0060763┬╖gauss2 (eigenvalue)  (residual=9.31e-28, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+gauss)(gauss2) = 0.061800517┬╖gauss2 (eigenvalue)  (residual=3.47e-18, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+gauss_x)(gauss2) = 0.10688371┬╖gauss2 (eigenvalue)  (residual=3.47e-18, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sigmoid)(gauss2) = 0.8233782┬╖gauss2 (eigenvalue)  (residual=3.46e-28, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+lgamma)(gauss2) = -0.12132534┬╖gauss2 (eigenvalue)  (residual=3.03e-26, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sincos)(gauss2) = -0.058313041┬╖gauss2 (eigenvalue)  (residual=3.47e-18, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+half_sq)(gauss2) = 1.2978714┬╖gauss2 (eigenvalue)  (residual=1.18e-25, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+qtr_x4)(gauss2) = 1.7023799┬╖gauss2 (eigenvalue)  (residual=7.42e-24, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+neg_inv_a)(gauss2) = -0.62917961┬╖gauss2 (eigenvalue)  (residual=1.06e-27, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+gauss4)(gauss2) = 0.13545832┬╖gauss2 (eigenvalue)  (residual=2.66e-28, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sin_shift)(gauss2) = -0.10548046┬╖gauss2 (eigenvalue)  (residual=3.91e-28, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+J0)(gauss2) = 0.43396332┬╖gauss2 (eigenvalue)  (residual=1.39e-17, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+digamma)(gauss2) = 0.12921871┬╖gauss2 (eigenvalue)  (residual=6.94e-18, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+airy)(gauss2) = 0.052277357┬╖gauss2 (eigenvalue)  (residual=1.03e-28, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+ellipK)(gauss2) = -0.011145618┬╖gauss2 (eigenvalue)  (residual=2.14e-29, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+zeta)(gauss2) = 2.1335233┬╖gauss2 (eigenvalue)  (residual=1.11e-16, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+Li2)(gauss2) = -0.011145618┬╖gauss2 (eigenvalue)  (residual=2.14e-29, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+theta3)(gauss2) = -0.011145618┬╖gauss2 (eigenvalue)  (residual=2.14e-29, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+weier)(gauss2) = 0.0139323┬╖gauss2 (eigenvalue)  (residual=1.23e-25, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+eta)(gauss2) = 0.64351472┬╖gauss2 (eigenvalue)  (residual=1.16e-27, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sec)(gauss2) = -21.18857┬╖gauss2 (eigenvalue)  (residual=6.23e-26, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+csc)(gauss2) = 0.98997112┬╖gauss2 (eigenvalue)  (residual=3.91e-27, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+asinh)(gauss2) = 1.2473571┬╖gauss2 (eigenvalue)  (residual=3.64e-27, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+atanh)(gauss2) = -0.011145618┬╖gauss2 (eigenvalue)  (residual=2.14e-29, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sinc)(gauss2) = 0.60619896┬╖gauss2 (eigenvalue)  (residual=2.78e-17, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+J1)(gauss2) = 0.560473┬╖gauss2 (eigenvalue)  (residual=1.47e-27, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+H2)(gauss2) = 8.4609903┬╖gauss2 (eigenvalue)  (residual=9.45e-25, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+H3)(gauss2) = 14.46099┬╖gauss2 (eigenvalue)  (residual=4.44e-16, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+L1)(gauss2) = -0.62917961┬╖gauss2 (eigenvalue)  (residual=1.86e-26, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+L2)(gauss2) = -0.9381966┬╖gauss2 (eigenvalue)  (residual=8.09e-26, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+P2)(gauss2) = 3.4159054┬╖gauss2 (eigenvalue)  (residual=3.54e-25, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+P3)(gauss2) = 8.1519733┬╖gauss2 (eigenvalue)  (residual=6.64e-24, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+exp_neg_a)(gauss2) = 0.18714253┬╖gauss2 (eigenvalue)  (residual=6.94e-18, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+lin_exp_a)(gauss2) = 0.07389827┬╖gauss2 (eigenvalue)  (residual=1.80e-28, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+x_exp_a)(gauss2) = 0.70935776┬╖gauss2 (eigenvalue)  (residual=2.78e-17, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+exp_inv_a)(gauss2) = 0.1114032┬╖gauss2 (eigenvalue)  (residual=3.47e-18, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+half_x)(gauss2) = 0.79787138┬╖gauss2 (eigenvalue)  (residual=9.31e-27, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sech2)(gauss2) = 0.28005109┬╖gauss2 (eigenvalue)  (residual=5.50e-28, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+gauss2)(gauss2) = 0.2589398┬╖gauss2 (eigenvalue)  (residual=5.08e-28, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+clip_para)(gauss2) = 0.33434588┬╖gauss2 (eigenvalue)  (residual=6.56e-28, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+thresh_inv)(gauss2) = -0.011145618┬╖gauss2 (eigenvalue)  (residual=1.63e-27, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+step)(gauss2) = 0.98885438┬╖gauss2 (eigenvalue)  (residual=2.14e-29, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+abs)(gauss2) = 1.6068884┬╖gauss2 (eigenvalue)  (residual=1.86e-26, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+pow_half)(gauss2) = 1.260874┬╖gauss2 (eigenvalue)  (residual=4.06e-27, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+id)(clip_para) = 1.6068884┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sq)(clip_para) = 2.6068884┬╖clip_para (eigenvalue)  (residual=1.11e-16, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+cube)(clip_para) = 4.2249224┬╖clip_para (eigenvalue)  (residual=2.22e-16, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+x4)(clip_para) = 6.8429563┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+x5)(clip_para) = 11.079024┬╖clip_para (eigenvalue)  (residual=4.44e-16, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+inv)(clip_para) = 0.60688837┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+inv_sq)(clip_para) = 0.37082039┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sqrt_a)(clip_para) = 1.260874┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+log)(clip_para) = 0.47006621┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sin)(clip_para) = 0.98773889┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+cos)(clip_para) = -0.058365714┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+tan)(clip_para) = -21.164946┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+tanh)(clip_para) = 0.91319287┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+atan)(clip_para) = 1.0060763┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+gauss)(clip_para) = 0.061800517┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+gauss_x)(clip_para) = 0.10688371┬╖clip_para (eigenvalue)  (residual=6.94e-18, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sigmoid)(clip_para) = 0.8233782┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+lgamma)(clip_para) = -0.12132534┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+sincos)(clip_para) = -0.058313041┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
    [EigenvalueEq|D_Lambda] (-Γûí+half_sq)(clip_para) = 1.2978714┬╖clip_para (eigenvalue)  (residual=0.00e+00, pts=8)
